Autoencoder_1,Autoencoder_2
1.0,0.9999999999999836
0.9999999999999991,0.9999999999998421
0.9999999999999929,0.9999999999999536
0.999999999999998,0.9999999999972156
0.9999999999999916,0.9999999999999172
0.9999999999999987,0.9999999999856752
0.9999999999999503,0.9999999999982307
0.9999999999999756,0.9999999999789433
0.9999999999999476,0.9999999999977556
0.9999999999999918,0.9999999999967359
0.9999999999996065,0.9999999999984086
0.9999999999998141,0.9999999999772191
0.9999999999999569,0.9999999999970377
0.9999999999998146,0.9999999999764266
0.9999999999999059,0.9999999999462752
0.999999999999998,0.9999999999979534
0.9999999999995597,0.9999999999901374
0.9999999999999989,0.9999999999924585
0.999999999999805,0.9999999999611744
0.9999999999965825,0.9999999999996769
0.9999999999999503,0.9999999999631624
0.9999999999968217,0.9999999999991802
0.9999999999997136,0.9999999999555838
0.9999999999997446,0.9999999999962292
0.999999999998537,0.9999999999912241
0.9999999999999978,0.999999999996777
0.9999999999998748,0.9999999999832407
0.999999999999996,0.9999999999735185
0.9999999999981086,0.9999999999950215
0.9999999999999885,0.9999999998108065
0.9999999999995488,0.9999999999990263
0.9999999999992659,0.9999999999759461
0.9999999999991189,0.999999999990989
0.9999999999796798,0.9999999999995177
0.9999999999997518,0.999999999955099
0.9999999999874325,0.9999999999990679
0.9999999999996589,0.9999999999984932
0.9999999999999423,0.9999999999546851
0.9999999999925011,0.9999999999999618
0.9999999999679037,0.9999999999999123
0.9999999999897431,0.9999999999978846
0.999999999998384,0.9999999999919615
0.9999999999556375,0.9999999999999183
0.9999999999998093,0.9999999999500533
0.9999999999940328,0.9999999999998703
0.9999999999941958,0.9999999997932558
0.9999999999979956,0.9999999999919584
0.9999999998882956,0.9999999999989242
0.9999999999882778,0.9999999999997515
0.9999999999025471,0.9999999999999769
0.9999999998732358,0.9999999999980929
0.9999999998298565,0.9999999999996609
0.9999999999998603,0.9999999999839837
0.9999999999974869,0.9999999999926075
0.9999999998620386,0.9999999999997609
0.9999999998974922,0.9999999999998763
0.9999999999999576,0.9999999999356552
0.9999999999955791,0.9999999999994058
0.9999999998035973,0.9999999999956719
0.9999999996575264,0.9999999999999958
0.9999999999739011,0.9999999999970877
0.999999999999996,0.9999999038471773
0.9999999999960867,0.9999999999958731
0.9999999999948321,0.9999999998704538
0.9999999999986777,0.9999999999952367
0.9999999915823611,0.9999999999999674
0.9999999999821383,0.9999999999981941
0.9999999999882463,0.9999999999970217
0.9999999998436999,0.9999999999963065
0.9999999999880251,0.9999999999935061
0.9999999999702716,0.9999999999997762
0.9999999999803926,0.9999999999955229
0.9999999999853286,0.9999999999973574
0.9999999998590163,0.9999999999999503
0.9999999999115976,0.9999999999989675
0.9999999999795441,0.9999999999670162
0.9999999912069407,0.9999999999999845
0.9999999942949376,0.9999999999999809
0.9999999999377822,0.9999999999987217
