0.625,0.48209,0.001,1500,0.1,0.5
0.5,0.69049,1e-05,3000,0.01,0.1
0.5,0.69074,0.01,3000,0.01,0.5
0.75,0.17505,1e-05,3000,0.9,0.5
0.5625,0.6445,0.001,1500,0.5,0.9
