Avg Accuracy,Avg F1 Score,Avg Log Loss,No. Neurons,Learning Rate,No. Epochs
0.9029302216,0.410789486,3.3526889968,80,0.1,100000
0.9029300905,0.3778401563,3.3526881076,85,0.1,70000
0.9029300614,0.4195232619,3.3526936436,65,0.1,70000
0.9029300469,0.3851765781,3.352689831,90,0.1,100000
0.9029299959,0.3914043731,3.352692929,70,0.11,70000
0.9029299231,0.4023334816,3.3526956802,90,0.05,80000
0.902903049,0.43399975,3.3536280416,80,0.05,90000
0.9029029835,0.4022276355,3.3536273919,75,0.06,100000
0.9029028598,0.4409439198,3.3536353331,85,0.09,70000
0.9029027069,0.3659510915,3.3536326307,85,0.06,110000
0.902849199,0.3730322979,3.3554810976,90,0.06,110000
0.9028491626,0.4247537245,3.3554885237,70,0.12,70000
0.9028491553,0.4101402964,3.3554877187,70,0.1,100000
0.9028490971,0.469162814,3.3554965034,80,0.09,110000
0.902822092,0.4268238081,3.3564239851,115,0.05,100000
0.9028220483,0.4258712772,3.3564244147,60,0.08,90000
0.9028220192,0.4124868196,3.3564249671,65,0.07,110000
0.90282199,0.4294135936,3.3564273109,85,0.05,90000
0.9028219609,0.416444219,3.3564284021,75,0.12,110000
0.9028218299,0.4205377673,3.3564334444,60,0.08,110000
0.9027682856,0.4003114347,3.3582800414,70,0.06,110000
0.9027681836,0.42475849,3.3582859546,100,0.1,70000
0.9027681036,0.4034761695,3.3582854194,90,0.09,100000
0.9027680745,0.4310724354,3.3582900064,60,0.07,70000
0.9027680308,0.4139582894,3.3582889044,65,0.08,80000
0.9027412877,0.4761034014,3.3592203867,105,0.08,70000
0.9027143845,0.4090650238,3.3601419106,85,0.12,100000
0.9027142753,0.3801074599,3.3601439129,100,0.07,100000
0.9027139623,0.3698768882,3.3601530617,60,0.05,100000
0.9027138459,0.4173429785,3.3601615495,70,0.05,60000
0.9026872484,0.4078709485,3.36107849,70,0.09,70000
0.9026871246,0.4553238652,3.3610892799,75,0.06,90000
0.9026602651,0.4470033984,3.3620167371,75,0.12,100000
0.9026334347,0.3684532014,3.3629337193,85,0.07,100000
0.9026332673,0.4139772905,3.3629453047,90,0.07,80000
0.90263326,0.3826994406,3.3629407455,105,0.06,60000
0.9026331581,0.3661987588,3.3629430352,80,0.05,110000
0.9026330635,0.3790746806,3.3629471015,105,0.09,70000
0.9026330344,0.4509372239,3.3629581812,85,0.09,110000
0.902632998,0.4155140335,3.3629544778,100,0.12,70000
0.9026064514,0.3642981841,3.3638648037,70,0.06,70000
0.9026063787,0.4208955237,3.3638745232,80,0.12,100000
0.9026060365,0.3996448721,3.3638834269,110,0.06,90000
0.9025795046,0.3567647406,3.364794955,60,0.1,110000
0.9025793954,0.3981502526,3.3648036016,90,0.1,80000
0.9025793663,0.3812449799,3.364803507,70,0.07,90000
0.9025793517,0.3823648203,3.3648026724,75,0.08,100000
0.9025793008,0.3982905909,3.364806978,70,0.06,80000
0.9025792061,0.378306323,3.3648082181,65,0.1,80000
0.9025791697,0.3657377006,3.3648073176,110,0.09,110000
0.9025523976,0.4016563753,3.365736656,105,0.09,110000
0.9025523684,0.418457596,3.3657384378,85,0.05,70000
0.902552332,0.3970394044,3.3657388967,85,0.09,100000
0.902525225,0.367823496,3.3666703508,85,0.08,60000
0.9025251013,0.3995542753,3.3666792194,70,0.11,60000
0.9024984601,0.4158015615,3.367600948,100,0.06,110000
0.9024711639,0.3968638651,3.3685410526,95,0.09,90000
0.9024710183,0.3901875385,3.3685463175,60,0.06,110000
0.9024444572,0.3713951801,3.3694607934,115,0.07,70000
0.9024443334,0.438635319,3.3694744522,80,0.07,110000
0.9024173575,0.4396342264,3.3704055642,85,0.1,90000
0.9024171755,0.4131872117,3.3704101876,65,0.12,60000
0.9023905634,0.3974452073,3.3713262951,70,0.07,100000
0.9023904033,0.426193888,3.3713349761,105,0.07,90000
0.9023636602,0.3942111841,3.3722548512,100,0.1,110000
0.9023636238,0.4490317395,3.3722619317,85,0.06,90000
0.9023633108,0.3822028409,3.3722653215,95,0.07,90000
0.9023632526,0.3843666547,3.3722668801,70,0.09,90000
0.9023363276,0.4151264244,3.3732007426,85,0.08,90000
0.9023361747,0.4127337408,3.3732056126,65,0.07,80000
0.9023097228,0.384984153,3.3741173528,65,0.09,80000
0.9023095845,0.3648561338,3.3741188716,100,0.06,100000
0.9023094389,0.3880027732,3.3741267035,80,0.12,90000
0.9023094317,0.4006694995,3.3741285299,100,0.06,90000
0.9023091842,0.4373444757,3.3741412416,95,0.06,90000
0.9022824629,0.4386908979,3.3750636846,65,0.06,80000
0.9022824629,0.4130634286,3.3750615054,65,0.11,110000
0.9022822155,0.3973736778,3.3750695582,65,0.09,110000
0.9022820844,0.3578354494,3.3750688412,70,0.05,100000
0.9022557563,0.376401733,3.3759805572,75,0.1,90000
0.9022556107,0.3865446725,3.3759865342,100,0.08,110000
0.9022555306,0.4033775356,3.375989947,115,0.05,110000
0.9022555161,0.4066034252,3.3759914418,70,0.08,60000
0.9022554506,0.4466019984,3.3759990555,95,0.11,80000
0.9022554069,0.3887824392,3.3759924516,70,0.05,80000
0.9022286784,0.4529541351,3.3769249843,80,0.11,90000
0.9022285619,0.4253654424,3.3769238082,85,0.07,90000
0.9022283363,0.4506879756,3.3769353338,60,0.11,90000
0.9022017242,0.4516028362,3.3778541563,105,0.1,70000
0.9022011201,0.4261516754,3.3778726297,115,0.1,110000
0.9021747846,0.423490497,3.3787822444,60,0.12,90000
0.9021746973,0.3660713042,3.3787801713,85,0.1,80000
0.9021746463,0.4468834202,3.3787890714,85,0.06,80000
0.9021745808,0.380580388,3.3787829851,65,0.06,70000
0.9021744643,0.3718031866,3.3787867708,60,0.09,100000
0.9021744498,0.3619819624,3.3787861082,95,0.06,70000
0.9021478086,0.3394498894,3.3797051181,65,0.08,100000
0.9021476703,0.4230459256,3.3797179628,100,0.06,80000
0.9021475975,0.4066273774,3.379719031,110,0.07,60000
0.9021474228,0.3973800129,3.3797239211,105,0.08,90000
0.9021473865,0.3553784251,3.3797209508,70,0.12,110000
0.9021473792,0.4047802002,3.3797265298,95,0.07,100000
0.90214727,0.3768284894,3.3797267635,115,0.08,70000
0.902120789,0.3985119805,3.3806446221,115,0.08,100000
0.9021207162,0.4066743947,3.380647481,95,0.1,80000
0.9021205124,0.4027712871,3.380653356,75,0.08,60000
0.9020937766,0.3829016651,3.381576863,105,0.1,100000
0.9020937402,0.3876017946,3.381575941,95,0.07,70000
0.9020936092,0.3584334552,3.3815783741,65,0.12,90000
0.9020935873,0.3734805286,3.3815806172,65,0.06,90000
0.9020935582,0.3792725931,3.3815812122,75,0.05,110000
0.9020934927,0.442828283,3.3815915426,70,0.12,60000
0.9020934709,0.4444638581,3.381592751,115,0.06,60000
0.9020933762,0.3635848419,3.3815863757,60,0.07,90000
0.9020668443,0.4432299459,3.3825120124,100,0.08,70000
0.9020666841,0.4057240708,3.3825128399,85,0.08,70000
0.9020666113,0.3899406134,3.3825132617,75,0.1,70000
0.9020665895,0.4103034959,3.3825170582,85,0.05,80000
0.9020665022,0.3940121091,3.3825182625,110,0.07,110000
0.9020398537,0.4303988553,3.3834437151,100,0.09,100000
0.90203981,0.3975462414,3.3834417498,75,0.08,80000
0.9020396572,0.4341997887,3.3834506536,80,0.05,80000
0.9020396426,0.3503865169,3.3834417083,105,0.06,90000
0.9020394388,0.3552485234,3.3834495026,90,0.1,70000
0.9020393442,0.3778926972,3.3834544105,60,0.05,60000
0.9020127977,0.4446622326,3.3843791693,95,0.12,90000
0.9020127467,0.3680223532,3.3843715016,105,0.05,70000
0.9019859381,0.350168877,3.3852976749,60,0.11,100000
0.9019858144,0.4207744267,3.385309391,100,0.09,80000
0.9019855669,0.4240858988,3.3853165154,100,0.05,60000
0.9019855669,0.4122322016,3.385315199,85,0.06,60000
0.9019587292,0.3638942872,3.3862381273,70,0.12,100000
0.9019586783,0.4072736221,3.3862429721,90,0.06,90000
0.9019585327,0.3417482149,3.3862424131,65,0.12,110000
0.9019320662,0.3897180934,3.3871625943,85,0.08,100000
0.9019319134,0.4090193109,3.3871681971,105,0.07,110000
0.9019317241,0.4173068496,3.3871769347,65,0.11,70000
0.901931695,0.3746808919,3.3871734956,70,0.12,90000
0.9019315494,0.4207015417,3.3871831196,110,0.12,100000
0.901904901,0.4046033695,3.3881021857,80,0.1,80000
0.9019043987,0.3793106812,3.3881153263,65,0.05,70000
0.9018780633,0.420939801,3.3890305507,100,0.07,60000
0.9018777284,0.4086226323,3.3890416635,100,0.11,70000
0.9018776557,0.3984049482,3.3890414153,95,0.07,60000
0.901877561,0.3594527813,3.38904011,110,0.1,70000
0.9018509781,0.3789421347,3.3899618764,80,0.11,100000
0.9018507743,0.4100176989,3.3899731879,110,0.1,80000
0.901850767,0.3538730216,3.3899673112,70,0.11,110000
0.9018240895,0.394945602,3.3908914404,70,0.08,100000
0.9018239293,0.42535417,3.3909013718,105,0.12,100000
0.901823791,0.4207554769,3.3909063859,105,0.1,80000
0.9018237837,0.4466571403,3.3909074136,85,0.11,70000
0.9018236163,0.3990768667,3.3909092913,90,0.07,110000
0.9017703704,0.3673924685,3.3927454284,60,0.09,80000
0.9017700137,0.4039963862,3.3927596019,60,0.08,60000
0.9017699992,0.385545047,3.3927588968,80,0.06,110000
0.9017699773,0.40224617,3.3927610104,65,0.07,90000
0.9017696935,0.4486636026,3.392776467,95,0.08,80000
0.901743096,0.402535644,3.3936907975,75,0.06,70000
0.9017428121,0.3898028178,3.393698833,105,0.1,110000
0.9017161637,0.4299663233,3.3946241338,110,0.11,60000
0.9017161127,0.3949093211,3.3946209973,65,0.1,60000
0.901716069,0.4159233536,3.3946277912,115,0.12,80000
0.9017159453,0.3777191459,3.3946253132,75,0.07,70000
0.9017158943,0.3815443649,3.3946273099,80,0.08,80000
0.9016889475,0.4087327028,3.395561409,90,0.06,70000
0.9016889183,0.405751289,3.3955608613,90,0.08,60000
0.9016619278,0.3922030043,3.396493708,60,0.05,110000
0.9016617458,0.3585943396,3.3964953765,115,0.07,90000
0.9016617021,0.3963893138,3.3965032265,110,0.06,110000
0.9016351556,0.3898762761,3.397416531,60,0.06,70000
0.9016349736,0.40795632,3.3974251028,110,0.09,80000
0.9016348135,0.3865713321,3.3974269445,85,0.06,100000
0.9016082087,0.4784824174,3.3983579632,85,0.05,110000
0.9016080704,0.3830341284,3.3983507901,115,0.07,80000
0.9016079831,0.3825897578,3.3983537418,60,0.07,80000
0.9016079758,0.3937456134,3.3983566034,60,0.08,70000
0.9016075391,0.439511151,3.3983771894,70,0.11,80000
0.9015811163,0.4388008435,3.3992887855,90,0.08,90000
0.901580847,0.4082445509,3.3992945509,75,0.1,100000
0.9015539802,0.4141865392,3.4002229926,65,0.08,60000
0.9015539146,0.4104880629,3.4002256222,115,0.1,80000
0.9015538273,0.4094598983,3.4002282514,70,0.11,90000
0.901553376,0.3483457788,3.400238035,80,0.08,100000
0.9015268586,0.4060011507,3.4011600193,115,0.12,60000
0.9015267931,0.4073146765,3.401161634,80,0.12,60000
0.9015000937,0.4044498784,3.4020830436,100,0.09,60000
0.9015000864,0.391302474,3.4020809439,105,0.07,60000
0.9015000646,0.3531985868,3.4020792609,95,0.09,100000
0.9014734671,0.3684131586,3.4029993721,115,0.06,100000
0.9014732705,0.404324417,3.4030102154,115,0.1,100000
0.9014732633,0.353976898,3.4030049232,90,0.12,80000
0.9014732414,0.3457143095,3.4030051384,65,0.1,100000
0.9014732123,0.4695981072,3.403019022,65,0.08,70000
0.9014731614,0.3607313657,3.403008572,85,0.09,60000
0.901473125,0.4110050824,3.4030143165,95,0.05,90000
0.901472761,0.3892423103,3.4030270585,80,0.12,80000
0.9014460835,0.4227045566,3.4039500005,100,0.05,70000
0.9014460762,0.3724631585,3.4039446648,115,0.06,80000
0.9014459743,0.3849379519,3.403951486,110,0.11,70000
0.9014193186,0.3986759928,3.4048727888,80,0.06,90000
0.9014191875,0.401817303,3.4048768178,115,0.05,70000
0.9013923571,0.3958137093,3.4058027735,75,0.05,60000
0.9013922989,0.4051750043,3.4058062955,105,0.1,60000
0.9013921606,0.3714823991,3.40580693,80,0.07,90000
0.901392146,0.4667888186,3.4058198146,60,0.1,80000
0.9013919859,0.3681468749,3.405813934,80,0.07,100000
0.9013917239,0.4189136608,3.4058303629,80,0.12,110000
0.9013652064,0.3838163583,3.4067395547,70,0.05,90000
0.9013651773,0.4201320896,3.406744357,95,0.05,80000
0.9013650827,0.361393085,3.4067413691,80,0.05,60000
0.9013649226,0.4231781565,3.4067549689,90,0.07,70000
0.9013383906,0.4623054489,3.4076752539,100,0.08,90000
0.9013381795,0.3429893313,3.4076701626,65,0.08,90000
0.9013380339,0.3784656798,3.4076787074,105,0.08,80000
0.9013115602,0.4634664947,3.4086021166,80,0.05,70000
0.9013111598,0.3982316195,3.4086084804,95,0.12,110000
0.9013110579,0.3222057946,3.408605485,110,0.12,70000
0.9012845114,0.3937677625,3.4095272445,90,0.08,80000
0.901284344,0.4714891045,3.4095435537,90,0.11,80000
0.9012840674,0.3516714768,3.4095398191,60,0.07,100000
0.9012573607,0.4248894921,3.4104696129,90,0.05,90000
0.9012302246,0.3677593811,3.4114006061,95,0.09,70000
0.9012300936,0.3589691212,3.4114056055,60,0.12,80000
0.901203547,0.3351967723,3.4123197722,85,0.11,100000
0.9012034233,0.4019561991,3.4123303022,110,0.06,60000
0.9012032049,0.3761492816,3.4123335729,65,0.06,60000
0.9012031176,0.394094401,3.4123400208,75,0.11,70000
0.9011765419,0.417099648,3.4132608652,65,0.09,70000
0.9011765201,0.4162178541,3.4132596781,75,0.05,70000
0.9011763672,0.3891823769,3.4132643973,65,0.07,60000
0.9011762653,0.390126684,3.413266515,85,0.1,60000
0.9011493912,0.4433408284,3.4142016803,75,0.07,80000
0.9011493039,0.3542318145,3.4141939972,65,0.05,80000
0.9011224225,0.3661925235,3.4151246912,75,0.12,80000
0.9011221969,0.3246444105,3.4151271985,60,0.09,60000
0.9010956576,0.3918643368,3.4160521166,60,0.08,100000
0.9010956067,0.4549934458,3.4160599588,95,0.08,90000
0.9010952282,0.3186967497,3.4160598083,60,0.11,80000
0.9010952063,0.3964621775,3.4160672725,100,0.11,60000
0.9010689,0.4076923838,3.4169780822,110,0.12,90000
0.901068718,0.3493492095,3.4169772485,60,0.12,100000
0.9010681794,0.3948229307,3.4170026041,90,0.09,90000
0.9010417348,0.4347017889,3.4179192908,85,0.07,70000
0.9010414436,0.4068854823,3.4179254649,75,0.11,90000
0.901041429,0.4019344196,3.417926853,75,0.1,110000
0.9010411452,0.3797696737,3.4179327959,85,0.05,100000
0.9010145986,0.3646284857,3.4188487739,60,0.06,90000
0.9010145622,0.4269561401,3.4188575173,90,0.09,80000
0.9010144676,0.4303322425,3.4188600084,90,0.07,100000
0.9010143439,0.3914492917,3.4188595361,70,0.06,60000
0.9009877464,0.423512336,3.4197821925,80,0.1,60000
0.9009873824,0.3804296186,3.4197912255,110,0.08,100000
0.9009872296,0.3920504474,3.4197962905,75,0.07,90000
0.9009872223,0.376868392,3.4197947719,70,0.06,100000
0.9009607049,0.3336485459,3.4207082354,105,0.11,110000
0.9009606903,0.4614176376,3.4207212507,90,0.05,60000
0.9009606248,0.415021618,3.4207172348,110,0.06,100000
0.9009603045,0.4578488579,3.4207348348,60,0.08,80000
0.9009602754,0.3464758394,3.4207240176,90,0.12,110000
0.9009339327,0.3720535053,3.4216358263,115,0.09,100000
0.9009338672,0.3525417735,3.421634443,105,0.05,80000
0.9009338308,0.4273184616,3.4216462053,115,0.11,90000
0.9009336197,0.419953518,3.4216525471,60,0.11,110000
0.900906833,0.4314188781,3.4225775118,95,0.05,110000
0.9009067747,0.4146513282,3.4225780997,95,0.08,100000
0.9009066437,0.420765218,3.4225818274,110,0.05,60000
0.9009065272,0.3642216538,3.4225810834,85,0.1,100000
0.9008798133,0.4294915578,3.4235105444,95,0.05,70000
0.9008530266,0.4297097617,3.4244372352,70,0.09,100000
0.9008526553,0.3537526287,3.4244401349,110,0.06,70000
0.9008524952,0.4018880245,3.4244512099,80,0.09,70000
0.9008256065,0.3532432866,3.4253739133,70,0.05,70000
0.9007986742,0.4083425871,3.4263126439,65,0.12,70000
0.9007984631,0.3698860496,3.4263138506,105,0.06,70000
0.9007980482,0.374269699,3.4263308782,110,0.07,90000
0.9007718438,0.3331709274,3.4272292371,115,0.11,80000
0.9007717783,0.3983827385,3.4272394182,65,0.06,100000
0.9007714071,0.3975333154,3.4272539213,80,0.09,60000
0.9007449479,0.434744884,3.4281700752,75,0.09,90000
0.9007448897,0.4237036382,3.428169045,90,0.06,80000
0.9007447878,0.366251453,3.4281667833,100,0.05,80000
0.9007445184,0.3311971301,3.4281741229,105,0.1,90000
0.900717819,0.3603069379,3.4290994161,85,0.07,110000
0.9007175716,0.3645335922,3.4291072075,60,0.07,60000
0.900717557,0.2969874523,3.4291021018,95,0.1,110000
0.9006908649,0.4851810976,3.430044637,90,0.08,70000
0.9006906829,0.3887456723,3.4300380446,95,0.05,60000
0.9006905155,0.3446737355,3.4300402022,75,0.09,70000
0.9006904864,0.3586205461,3.4300421789,115,0.08,90000
0.9006638598,0.377656135,3.4309645468,100,0.1,80000
0.9006633867,0.3819898536,3.4309808884,85,0.11,60000
0.9006373278,0.3896524065,3.4318839489,65,0.11,90000
0.9006369784,0.3644198626,3.4318925869,95,0.08,70000
0.9006102135,0.3485523197,3.4328145551,90,0.1,110000
0.9006099952,0.3280103663,3.4328206736,110,0.08,70000
0.9005829682,0.3489283608,3.4337563074,65,0.12,100000
0.900582779,0.3791914314,3.4337653249,100,0.08,100000
0.9005559485,0.4324195549,3.4346970414,115,0.05,80000
0.9005559121,0.3735944919,3.4346916321,80,0.07,60000
0.9005288925,0.346032287,3.4356219895,60,0.11,60000
0.9005286232,0.3838251322,3.4356360797,115,0.11,70000
0.9005285576,0.3524565281,3.4356348482,110,0.1,100000
0.9005022368,0.4237669507,3.4365550059,110,0.1,90000
0.9005021567,0.3715015092,3.4365484308,115,0.06,70000
0.9005016399,0.4153569998,3.4365715673,65,0.05,60000
0.9004748095,0.4027915842,3.4374960991,115,0.09,60000
0.9004747512,0.3736344881,3.43749496,90,0.05,70000
0.9004480519,0.3807232342,3.4384181593,75,0.09,100000
0.9004479354,0.4022459445,3.4384260215,115,0.1,70000
0.9004478335,0.4094540471,3.4384283344,110,0.05,90000
0.900447637,0.3546039379,3.4384296637,100,0.06,70000
0.9004212069,0.3524214493,3.4393427204,105,0.06,80000
0.9004209812,0.3606488474,3.4393538786,80,0.1,90000
0.9004209667,0.3640723417,3.4393524621,110,0.05,80000
0.9004209084,0.4666350961,3.4393652378,105,0.05,60000
0.9004207556,0.3783165563,3.4393623841,110,0.09,90000
0.9003942673,0.3693172523,3.4402757692,100,0.1,100000
0.9003940344,0.3654880998,3.4402824983,75,0.08,110000
0.9003670438,0.3460056376,3.4412122173,85,0.05,60000
0.900366891,0.3878480608,3.4412232777,75,0.09,60000
0.9003668182,0.4253341549,3.4412284889,80,0.06,70000
0.9003667599,0.4223989497,3.4412304782,60,0.09,70000
0.9003402862,0.4076372053,3.442144676,115,0.1,90000
0.9003399878,0.2958929621,3.4421419975,65,0.11,60000
0.9003399441,0.344671565,3.442148856,115,0.11,60000
0.900339915,0.3314679078,3.4421483511,115,0.09,90000
0.9003132592,0.4105307901,3.443079059,65,0.09,90000
0.900313252,0.3887650831,3.4430752337,105,0.09,100000
0.9003128516,0.322491112,3.4430832799,90,0.12,90000
0.9003125605,0.3856738669,3.4430993984,100,0.12,100000
0.9002863269,0.3827312958,3.4440058178,105,0.12,70000
0.9002861231,0.3642528906,3.4440100737,75,0.12,70000
0.9002860212,0.3506683645,3.444012925,115,0.12,90000
0.9002591835,0.3799455994,3.4449429079,95,0.09,60000
0.9002591835,0.3693380815,3.4449411828,95,0.1,100000
0.9002590452,0.4017692475,3.4449485691,70,0.08,70000
0.9002590307,0.4048801956,3.4449494384,75,0.06,60000
0.9002048676,0.4066326193,3.4468215879,110,0.09,60000
0.9001780663,0.4317106906,3.4477495602,110,0.1,60000
0.9001779353,0.347104696,3.4477468364,110,0.1,110000
0.9001514179,0.3739947336,3.4486654771,95,0.11,60000
0.9001510393,0.3358324114,3.4486730703,70,0.09,80000
0.9000975678,0.4406715781,3.4505321657,105,0.09,90000
0.9000971238,0.3362571469,3.4505348388,110,0.07,100000
0.9000971165,0.3169350704,3.4505335585,75,0.07,100000
0.9000970291,0.4365158467,3.4505508564,110,0.07,80000
0.9000970073,0.4027602556,3.4505466703,95,0.09,80000
0.9000705117,0.4001237272,3.4514602847,110,0.05,70000
0.9000704098,0.3208275946,3.4514573125,65,0.11,80000
0.9000700895,0.3475140397,3.4514697976,100,0.07,90000
0.9000700313,0.3816471554,3.4514763824,115,0.05,90000
0.9000698857,0.3281151728,3.4514768585,105,0.12,80000
0.9000697329,0.343882349,3.4514818792,70,0.07,60000
0.9000435066,0.4379203119,3.4523980342,100,0.09,70000
0.9000433756,0.3938603467,3.4523984615,80,0.11,70000
0.9000432009,0.3821970421,3.4524034177,70,0.1,60000
0.9000164506,0.3797133946,3.4533259391,105,0.07,80000
0.9000163996,0.3470964831,3.4533250242,115,0.06,90000
0.9000160793,0.3401326565,3.4533335829,110,0.08,80000
0.8999894309,0.3145893549,3.4542521974,80,0.08,70000
0.8999891033,0.4072945997,3.4542731101,70,0.09,60000
0.8999626733,0.3876200172,3.455184765,115,0.11,110000
0.8999624112,0.4344647976,3.4551989924,100,0.08,60000
