Avg Accuracy,Avg F1 Score,Avg Log Loss,No. Neurons,Learning Rate,No. Epochs
0.8999622074,0.3022174227,3.4551934547,105,0.11,80000
0.8999356099,0.3447571813,3.4561149261,60,0.09,90000
0.899935246,0.3574125637,3.456127927,85,0.06,70000
0.8999351805,0.3592718848,3.4561338365,100,0.07,110000
0.8999084083,0.3489561288,3.457053811,60,0.06,60000
0.8999083355,0.3189965861,3.4570535429,95,0.06,80000
0.8999082918,0.4363663678,3.4533361403,115,0.1,60000
0.8999079351,0.3262949178,3.457070584,100,0.07,80000
0.8998541142,0.37356574,3.4589321486,105,0.09,60000
0.8997998055,0.3803652142,3.4608090896,115,0.08,110000
0.899773623,0.3248294603,3.4617078808,60,0.1,70000
0.8997465232,0.3341133875,3.4626451668,95,0.07,110000
0.8996926586,0.3171113907,3.464503665,95,0.11,70000
0.8996923092,0.3639787187,3.4645190331,100,0.06,60000
0.8996922218,0.4399196676,3.4645323837,75,0.07,60000
0.899665668,0.3406937746,3.4654371583,85,0.07,60000
0.8996654424,0.3362296181,3.4654459012,100,0.1,60000
0.8996654133,0.3931262392,3.4654532912,90,0.09,60000
0.899665224,0.3915656023,3.4654595488,90,0.07,60000
0.8996651949,0.3430067721,3.4654539525,95,0.07,80000
0.8996116578,0.2984436111,3.4672986574,80,0.09,90000
0.8995846818,0.3228488467,3.4682330503,80,0.09,80000
0.899558048,0.4274399681,3.4691651825,65,0.09,60000
0.8995580334,0.3312228383,3.4691548568,60,0.11,70000
0.8995306716,0.4188049724,3.4701115269,110,0.08,110000
0.8995306134,0.2943018782,3.4700979411,70,0.08,90000
0.8994772583,0.3801311035,3.4719522159,60,0.12,110000
0.8994771273,0.3265980674,3.4719506362,70,0.1,70000
0.8994498747,0.3551891018,3.4728946261,80,0.06,80000
0.8994496854,0.319875013,3.4728958339,60,0.1,60000
0.8994230952,0.4217549855,3.4738266526,80,0.12,70000
0.8994221125,0.399450422,3.4738580693,95,0.12,70000
0.899341847,0.427883274,3.476634032,100,0.08,80000
0.8993418033,0.3570584973,3.4766276021,100,0.12,110000
0.8993148418,0.3857708337,3.4775595501,90,0.06,60000
0.8993141576,0.3833527108,3.4775853195,100,0.11,80000
0.8992877348,0.3755125589,3.4784970455,115,0.09,80000
0.8992610209,0.4101607418,3.4794229474,90,0.11,70000
0.8992607006,0.3631141785,3.4794271926,90,0.11,60000
0.8992070907,0.3932214514,3.4812830839,95,0.06,60000
0.8991801293,0.4002370773,3.4822149671,90,0.09,70000
0.8991800711,0.31779149,3.4822078968,80,0.08,90000
0.8991799182,0.3732688652,3.4822188067,105,0.11,70000
0.8991798673,0.3793956454,3.4822214286,105,0.07,70000
0.899179547,0.3383219008,3.482228759,90,0.12,60000
0.8991524545,0.2804353922,3.4831589123,90,0.11,110000
0.8991523963,0.3433282862,3.4831675455,100,0.09,110000
0.8990994343,0.3992383649,3.4850026573,80,0.06,60000
0.8990992013,0.3303744858,3.4850029379,110,0.12,60000
0.8990986481,0.3112023977,3.4850206847,110,0.09,70000
0.8990449873,0.3364581924,3.4868759623,100,0.12,80000
0.8989908024,0.3769878117,3.4887526216,105,0.06,110000
0.8989640302,0.3936183427,3.4896799739,75,0.08,70000
0.8989638701,0.4266707628,3.4896873826,105,0.09,80000
0.8989374473,0.3799682125,3.4905951811,95,0.1,90000
0.8989373163,0.3688936378,3.4905995985,90,0.1,60000
0.8989370979,0.3648212015,3.490605997,100,0.11,90000
0.8989100346,0.3131082773,3.4915351019,85,0.12,70000
0.8988826218,0.4048010289,3.4924925396,80,0.07,80000
0.8988563155,0.3233091677,3.4933907519,85,0.09,80000
0.8987756787,0.3506720983,3.496181264,105,0.11,60000
0.8987482514,0.3283468226,3.4971282892,110,0.08,90000
0.8987482004,0.3410279359,3.4971274367,115,0.09,70000
0.8987216394,0.3903140546,3.4980514045,105,0.11,90000
0.8986946925,0.4058371943,3.498981663,115,0.07,60000
0.8986402601,0.3160614546,3.5008544427,95,0.11,90000
0.8986134078,0.3308955582,3.5017827072,95,0.1,70000
0.8986133132,0.3691624919,3.5017900733,110,0.12,80000
0.8986128182,0.2966881695,3.5018001802,110,0.12,110000
0.8985594195,0.3066796961,3.5036450912,65,0.07,70000
0.8985592666,0.3077430923,3.5036508451,75,0.11,80000
0.8985322324,0.3784900361,3.5045935698,115,0.12,110000
0.8985319194,0.3216478029,3.5045973469,100,0.11,110000
0.8985317811,0.2682558468,3.5045956528,80,0.07,70000
0.8984248671,0.4073938597,3.5083041656,90,0.1,90000
0.8983974616,0.3488201791,3.5092431461,110,0.11,100000
0.8983974107,0.3086739324,3.5092417125,105,0.12,60000
0.8983708205,0.3333424621,3.5101615298,115,0.08,60000
0.8983438517,0.3505028654,3.5110950016,105,0.12,90000
0.8983434004,0.3815574944,3.511115725,115,0.11,100000
0.8982625744,0.350882241,3.5139032798,95,0.12,80000
0.8981817556,0.2588063116,3.5166841134,110,0.07,70000
0.8981275561,0.326384533,3.518562871,95,0.1,60000
0.8981269592,0.3972072922,3.518591835,95,0.06,100000
0.8981010023,0.2911961617,3.5194764689,100,0.07,70000
0.8980196303,0.3486791465,3.5222943339,100,0.1,90000
0.8978309949,0.3123129003,3.5288065509,115,0.12,70000
0.8978038297,0.3508797131,3.5297473721,85,0.11,80000
0.8978034293,0.3476533555,3.5297608332,95,0.08,60000
0.8977771448,0.4434350302,3.5306804465,110,0.08,60000
0.8977770648,0.2977605068,3.5306674424,75,0.12,90000
0.8976967846,0.452714613,3.5334563552,80,0.11,80000
0.8976148521,0.2652986121,3.5362664859,90,0.12,100000
0.8975879344,0.4348206852,3.5372148309,105,0.08,60000
0.8974805399,0.4019378672,3.5381190923,75,0.11,60000
0.8973176067,0.4045596747,3.5465463345,75,0.1,60000
0.8972915333,0.280833491,3.5474357237,80,0.1,70000
0.8972644554,0.3208768973,3.5483740236,100,0.12,60000
0.8970493827,0.4058074302,3.5558143674,60,0.12,60000
0.8968869589,0.3853237955,3.5614229458,105,0.11,100000
0.896751453,0.2528926549,3.5660877974,100,0.12,90000
0.8964011582,0.2615707924,3.5781863791,80,0.08,60000
0.8960502374,0.4049530416,3.5903237105,100,0.05,100000
0.895484171,0.3125530445,3.6098648964,105,0.08,110000
0.895080128,0.3903861132,3.6238301636,95,0.12,100000
0.8940804441,0.2822884208,3.6583476497,75,0.12,60000
0.8936500001,0.3470687445,3.6732230033,85,0.12,80000
0.8936497818,0.375772239,3.6732320572,95,0.12,60000
0.8920858366,0.3611484405,3.7272492384,110,0.11,90000
0.8782404273,0.3918060353,4.2054665699,85,0.12,60000
