Avg Accuracy,Avg F1 Score,Avg Log Loss,No. Neurons,Learning Rate,No. Epochs
0.9116190695,0.7457965465,3.0525825367,115,0.08,100000
0.9115950328,0.755030426,3.053417465,100,0.08,80000
0.9115950093,0.7565186636,3.0534198863,95,0.07,90000
0.9115950034,0.7475512444,3.0534139817,80,0.05,60000
0.9115950034,0.7548687202,3.0534183637,90,0.08,70000
0.911594927,0.7637202274,3.0534264511,90,0.08,90000
0.9115949034,0.7480919025,3.0534177627,90,0.05,90000
0.9115948858,0.7513446246,3.0534207183,115,0.07,110000
0.9115707433,0.7476010826,3.0542522819,100,0.07,100000
0.9115706845,0.7527153738,3.0542576663,70,0.11,100000
0.9115706258,0.7525424993,3.0542589606,90,0.09,90000
0.911546642,0.7558628394,3.0550893078,115,0.05,80000
0.9115463892,0.7551529935,3.0550978841,110,0.07,100000
0.9115463657,0.7559562368,3.055099142,70,0.08,100000
0.9115222114,0.7498007013,3.0559295609,70,0.07,100000
0.9115221585,0.7469999133,3.0559299151,60,0.07,100000
0.9115221056,0.7505103694,3.0559338559,85,0.08,60000
0.9115220939,0.7524812741,3.0559358904,75,0.09,90000
0.9114979867,0.7519911349,3.056767729,100,0.06,110000
0.9114977692,0.7505474307,3.0567745432,105,0.11,80000
0.9114737031,0.7482348083,3.0576044571,65,0.06,60000
0.9114736325,0.7476008803,3.0576064281,65,0.06,90000
0.9114735444,0.7514200757,3.0576118777,70,0.12,80000
0.9114497193,0.7480149388,3.0584332538,95,0.12,100000
0.9114496899,0.7548037469,3.0584375639,100,0.08,110000
0.9114495606,0.7482524895,3.0584386574,110,0.1,100000
0.9114494901,0.7491741448,3.05844092,90,0.06,110000
0.911449396,0.7572697998,3.0584493842,70,0.11,70000
0.9114493548,0.7500793015,3.0584467918,85,0.1,100000
0.9114253476,0.7575581397,3.0592799875,75,0.08,100000
0.9114252711,0.7455444364,3.0592762867,90,0.1,110000
0.9114252594,0.7519427813,3.0592801827,90,0.08,80000
0.9114252535,0.7504614155,3.0592794358,95,0.12,80000
0.9114251653,0.7626226736,3.0592894027,90,0.11,110000
0.9114012109,0.7595868482,3.0601152846,70,0.08,80000
0.9114011404,0.7509471767,3.0601122534,95,0.05,70000
0.9114010405,0.7540995055,3.0601179929,95,0.09,100000
0.9114009641,0.7498314036,3.0601173167,110,0.06,70000
0.9114008641,0.7553001275,3.060124375,110,0.07,70000
0.9113767451,0.7530874859,3.0609561157,60,0.07,70000
0.9113767275,0.7483375191,3.0609539715,105,0.05,110000
0.9113766511,0.7472506681,3.0609560874,85,0.1,70000
0.9113766041,0.7610660098,3.0609656418,75,0.12,110000
0.9113526085,0.7464915288,3.0617860034,65,0.06,70000
0.9113524792,0.7490422957,3.0617920407,115,0.06,60000
0.9113522852,0.7520893244,3.0618002337,95,0.07,110000
0.9113284366,0.7474159068,3.0626219568,80,0.11,60000
0.9113283191,0.7509163106,3.0626273741,75,0.05,60000
0.9113282427,0.7567282685,3.0626339104,90,0.05,80000
0.9113282133,0.7470778148,3.0626290319,115,0.11,90000
0.9113281956,0.7543000517,3.0626343907,90,0.12,110000
0.911328131,0.7611447176,3.0626406573,115,0.12,80000
0.9113281016,0.7504306442,3.0626349448,70,0.09,80000
0.9113280839,0.754501392,3.062638094,60,0.1,80000
0.9113039179,0.7472223441,3.0634684539,85,0.11,60000
0.911303865,0.7474644468,3.06347032,70,0.05,60000
0.9113038415,0.757083474,3.0634771232,95,0.11,70000
0.9112796109,0.7462631527,3.0643081072,95,0.08,100000
0.9112795756,0.7558597541,3.0643144826,100,0.06,100000
0.9112555036,0.7495313531,3.0651421567,105,0.05,70000
0.9112312906,0.7500600333,3.0659784253,65,0.08,60000
0.9112312671,0.7540688148,3.0659820686,65,0.05,70000
0.9112312318,0.75745254,3.0659851278,110,0.05,100000
0.9112311672,0.7454563129,3.0659812544,80,0.1,70000
0.9112310496,0.749685845,3.0659862847,95,0.11,60000
0.9112071011,0.7528513584,3.0668155303,95,0.06,80000
0.9112070423,0.7499564712,3.0668163201,100,0.06,90000
0.9112069894,0.7484684131,3.0668170998,65,0.1,80000
0.9112068659,0.7417793817,3.0668174086,85,0.06,60000
0.9111826764,0.7472882303,3.0676561232,80,0.06,90000
0.911182647,0.7491093335,3.0676583403,95,0.1,90000
0.9111586104,0.7502662571,3.0684898178,60,0.1,60000
0.9111585045,0.7621450647,3.0684999085,60,0.09,90000
0.9111584458,0.742640508,3.0684905194,65,0.12,100000
0.9111584105,0.7458369176,3.0684933471,85,0.07,70000
0.9111583399,0.7497391085,3.0684979352,85,0.06,90000
0.9111101137,0.7679310159,3.0684902824,75,0.08,70000
0.9111100491,0.7439579111,3.0701628177,110,0.12,100000
0.9111099668,0.7445415293,3.0701665129,115,0.09,110000
0.911109908,0.7553896966,3.0701745932,105,0.1,70000
0.9110859301,0.7552869835,3.0710021199,60,0.05,70000
0.9110858596,0.7483060671,3.0710012995,85,0.09,110000
0.9110858184,0.7458631332,3.0710011889,70,0.11,110000
0.911085789,0.7464860758,3.0710020491,110,0.06,110000
0.9110856009,0.7477241076,3.0710097678,75,0.11,80000
0.9110615936,0.7472463211,3.0718389695,65,0.11,70000
0.9110373806,0.7490771429,3.0726754902,115,0.07,60000
0.9110371866,0.750661606,3.0726835483,95,0.11,80000
0.9110130265,0.7571769393,3.0735215761,105,0.09,80000
0.9110129853,0.7434198325,3.073516057,110,0.08,110000
0.9110129559,0.7457012419,3.0735173625,115,0.05,90000
0.9109888193,0.749620817,3.0743540555,90,0.1,90000
0.9109887899,0.742975767,3.0743511547,90,0.05,110000
0.9109887018,0.7444300319,3.0743549757,70,0.06,90000
0.9109886371,0.7450727382,3.0743579066,85,0.08,100000
0.9109646827,0.7451341552,3.0751848162,100,0.05,100000
0.9109646651,0.7442743408,3.0751845331,100,0.06,80000
0.9109644946,0.7432025689,3.0751903238,100,0.08,100000
0.9109644887,0.7421873636,3.0751897128,115,0.06,90000
0.9109644652,0.7443253777,3.0751916305,95,0.1,70000
0.9109644593,0.7565145734,3.0751988711,95,0.1,80000
0.9109644535,0.7539618675,3.0751979309,80,0.09,110000
0.9109644476,0.7506141096,3.0751956127,80,0.07,80000
0.9109644358,0.7568186131,3.0751997804,95,0.06,70000
0.9109403991,0.7489200891,3.076025441,70,0.07,70000
0.9109403345,0.7425188089,3.0760243009,95,0.07,60000
0.9109402639,0.7523898575,3.0760322628,115,0.12,90000
0.9109401758,0.7500127369,3.0760339705,105,0.12,80000
0.9109161214,0.7465067068,3.0768632264,75,0.06,90000
0.9109159098,0.7427511585,3.0768680537,80,0.08,70000
0.9108917438,0.7476899709,3.0777055676,85,0.07,80000
0.9108917321,0.7546732469,3.0777098129,115,0.11,60000
0.9108917086,0.7533203139,3.0777103728,75,0.11,100000
0.910891591,0.7481650616,3.077711041,70,0.11,80000
0.9108678247,0.752281911,3.0785339918,95,0.08,60000
0.9108676719,0.7551080071,3.0785412872,90,0.06,80000
0.9108675543,0.7477119688,3.0785413152,85,0.09,80000
0.9108674838,0.7511019793,3.0785452453,60,0.05,60000
0.9108674779,0.7486423256,3.0785442269,105,0.08,60000
0.9108674426,0.7461247543,3.0785440873,105,0.1,100000
0.9108435646,0.7463317029,3.079369521,90,0.06,90000
0.9108433883,0.7554467496,3.0793798956,75,0.07,60000
0.910843353,0.7453566697,3.0793764615,60,0.11,70000
0.9108433354,0.7474319367,3.0793774967,75,0.09,70000
0.9108433001,0.7489515344,3.0793793934,110,0.05,90000
0.9108431884,0.7407407564,3.0793784625,105,0.06,80000
0.9108431826,0.7439974091,3.0793810894,90,0.11,90000
0.9108430826,0.741631956,3.0793832417,70,0.07,90000
0.9108193046,0.7508121098,3.0802097587,85,0.11,80000
0.9108190165,0.7528078877,3.0802209106,90,0.07,100000
0.9107705905,0.7565451496,3.0818959686,115,0.1,100000
0.9107705728,0.7505675632,3.0818922546,115,0.06,80000
0.9107705023,0.7584902815,3.0819001587,60,0.07,80000
0.9107465185,0.7503886022,3.0827239528,80,0.11,110000
0.9107220762,0.7494802618,3.0835675013,80,0.1,110000
0.9107220292,0.7485117823,3.0835682719,65,0.07,110000
0.9107219704,0.7416300999,3.0835666574,75,0.12,80000
0.9107219469,0.7396077597,3.0835661708,115,0.12,100000
0.9107218646,0.7425567958,3.0835710292,75,0.07,90000
0.9106979338,0.7483894688,3.0844001115,90,0.12,60000
0.9106979044,0.7446712606,3.084399867,115,0.1,80000
0.9106978279,0.7480485062,3.0844039024,70,0.05,80000
0.9106977045,0.7556317752,3.0844130326,105,0.07,100000
0.9106976751,0.7498271248,3.0844097049,95,0.07,70000
0.9106735326,0.7495553896,3.0852437703,95,0.06,60000
0.9106734738,0.7417127312,3.0852413412,60,0.08,100000
0.9106733974,0.7535220101,3.0852510186,80,0.06,100000
0.9106494607,0.7373684627,3.0860692148,85,0.12,60000
0.9106494371,0.75089466,3.0860768116,105,0.11,90000
0.9106250654,0.7489132192,3.0869172254,100,0.05,80000
0.9106249655,0.7504250737,3.0869222864,75,0.11,90000
0.9106009934,0.7423623182,3.087745132,110,0.09,90000
0.9106007877,0.756468662,3.0877603423,90,0.09,80000
0.9106007818,0.7425172749,3.0877528869,60,0.1,70000
0.9106007524,0.7494944092,3.0877576051,85,0.12,70000
0.9105767804,0.7464931176,3.0885846192,100,0.11,100000
0.9105764042,0.7531521727,3.0886005996,60,0.06,110000
0.9105523616,0.7666191614,3.0869165213,95,0.12,60000
0.9105522558,0.7455654513,3.0894306023,100,0.05,70000
0.9105282897,0.7583346709,3.0902653426,115,0.09,80000
0.9105282309,0.7469160689,3.0902624692,60,0.11,80000
0.9105279899,0.7459217173,3.0902691641,65,0.11,90000
0.9105039179,0.7560203769,3.0911062414,70,0.05,90000
0.9105038356,0.7518260561,3.0911065245,65,0.05,60000
0.9105037886,0.7534988324,3.0911096226,80,0.07,90000
0.9105036946,0.7392034762,3.0911044757,90,0.06,70000
0.910503671,0.7447473276,3.0911088749,85,0.12,80000
0.9105036475,0.7416863478,3.091107496,60,0.06,100000
0.9104796167,0.7437133115,3.0919390999,110,0.1,90000
0.9104795991,0.7500610367,3.0919432179,115,0.08,70000
0.9104794698,0.7516282919,3.0919487321,115,0.1,70000
0.9104794404,0.7492202672,3.0919486615,75,0.12,60000
0.9104554978,0.7407452732,3.0927705888,105,0.07,80000
0.9104553802,0.7440363987,3.0927759485,70,0.08,70000
0.9104552215,0.7505773178,3.0927851723,70,0.1,90000
0.9104310849,0.752985582,3.09362043,70,0.07,110000
0.910430979,0.7476982302,3.0936211766,70,0.1,70000
0.9104069953,0.7583258959,3.0944560812,115,0.07,100000
0.9104068424,0.7517822087,3.0944576376,115,0.12,110000
0.9104068366,0.7509128834,3.0944568321,65,0.07,60000
0.9104068307,0.7603944786,3.0944620171,105,0.08,100000
0.9104067307,0.7475763,3.0944582376,105,0.09,60000
0.9103829057,0.750949502,3.0952836453,105,0.09,100000
0.9103827822,0.7460465914,3.0952847886,75,0.08,110000
0.9103826588,0.7420950401,3.0952863571,110,0.07,90000
0.9103825765,0.748279376,3.0952936001,75,0.09,110000
0.9103825412,0.7544508088,3.0952975914,70,0.1,80000
0.9103824942,0.7487505401,3.0952961721,65,0.07,100000
0.9103824766,0.7433429419,3.0952940281,80,0.09,80000
0.910382453,0.7501976809,3.0952979225,105,0.05,60000
0.9103584281,0.7553631678,3.0961315913,105,0.08,110000
0.9103582047,0.7504293157,3.0961363407,80,0.1,90000
0.9103581401,0.744934828,3.0961357238,95,0.11,100000
0.9103581224,0.7609937837,3.0961448834,85,0.1,60000
0.9103341269,0.7556533064,3.0969707315,75,0.1,60000
0.9103340564,0.7469300477,3.0969683596,70,0.09,70000
0.9103338624,0.7544836215,3.0969790346,80,0.09,60000
0.9103100138,0.7495448996,3.0977998841,60,0.06,70000
0.9103098845,0.7534596999,3.0978074145,110,0.11,100000
0.9103098257,0.7443054327,3.0978035514,100,0.07,60000
0.9103097552,0.7418043611,3.0978047273,100,0.09,110000
0.910285695,0.743192537,3.098637366,105,0.07,110000
0.9102856009,0.7542759863,3.0986464886,110,0.11,90000
0.9102855774,0.747065181,3.0986429768,95,0.07,80000
0.9102855774,0.7582296989,3.0986492591,65,0.11,60000
0.9102855421,0.7469982057,3.0986437111,80,0.12,60000
0.9102855421,0.7438235006,3.0986421988,90,0.11,70000
0.9102854892,0.7531506329,3.0986502301,60,0.12,70000
0.9102612409,0.7421401184,3.0994805629,105,0.1,90000
0.9102371043,0.7502147289,3.1003186329,100,0.08,60000
0.9102129853,0.7528956747,3.1011537863,110,0.06,80000
0.9102128913,0.7526221762,3.1011561619,60,0.08,60000
0.910212809,0.7485862416,3.1011578995,90,0.12,90000
0.9102127267,0.7502948275,3.1011603352,90,0.07,60000
0.9101887488,0.7451661774,3.1019859236,70,0.08,60000
0.9101885666,0.7491439962,3.1019947954,85,0.12,90000
0.9101885548,0.7540283228,3.101998401,60,0.12,80000
0.910188543,0.7422624844,3.1019928358,85,0.11,90000
0.9101885313,0.7458248281,3.1019942883,80,0.08,90000
0.9101884431,0.7491617916,3.101999467,90,0.1,80000
0.9101646651,0.7575814882,3.1028247434,100,0.08,70000
0.910164524,0.7476449972,3.1028243627,95,0.12,110000
0.9101642653,0.7476888752,3.1028337226,85,0.12,100000
0.9101642477,0.7467199552,3.102833479,70,0.12,70000
0.9101401052,0.7529136573,3.1036710528,115,0.1,110000
0.9101401052,0.7436966268,3.1036655863,80,0.06,60000
0.9101399994,0.7498693051,3.1036732153,85,0.05,60000
0.9101161273,0.7435767128,3.1044938697,95,0.06,110000
0.9101158687,0.7396137908,3.1045010384,60,0.09,110000
0.9100915263,0.7390097596,3.1053407664,115,0.07,90000
0.9100915146,0.737475176,3.1053411728,85,0.1,80000
0.9100914969,0.7376684947,3.1053410061,80,0.06,70000
0.9100674661,0.7487212809,3.1061772047,95,0.08,70000
0.9100672663,0.7472234243,3.1061837399,60,0.08,90000
0.9100671428,0.7525396674,3.106191125,60,0.09,60000
0.9100433354,0.7513858638,3.107012395,115,0.07,80000
0.9100431532,0.7500652764,3.1070177975,110,0.07,80000
0.9100430062,0.7492265679,3.1070229901,110,0.07,60000
0.9100189519,0.7479341157,3.1078522647,95,0.09,60000
0.9100188461,0.7475545672,3.1078557451,110,0.06,60000
0.9100187932,0.7553301581,3.1078621095,80,0.05,90000
0.9099950916,0.731754118,3.1086691402,60,0.07,90000
0.9099945743,0.7385075736,3.1086891781,105,0.07,70000
0.9099706199,0.7425488061,3.1095189178,115,0.09,70000
0.9099705964,0.7491959338,3.1095234522,85,0.09,100000
0.9099464362,0.7485855196,3.1103583792,105,0.08,90000
0.9099218646,0.7508411136,3.1112079639,80,0.09,100000
0.9099217882,0.7369109861,3.1112030807,80,0.12,90000
0.9098976692,0.7458682805,3.1120403669,115,0.05,60000
0.909873274,0.7536766455,3.1128878158,70,0.06,100000
0.9098492196,0.747238336,3.1137159667,80,0.08,60000
0.9098491491,0.7454342977,3.1137164053,115,0.1,60000
0.9098490903,0.7553392632,3.1137239811,110,0.08,80000
0.9098490727,0.7419727347,3.11371697,110,0.1,110000
0.9098490609,0.7525336408,3.1137238137,110,0.12,70000
0.9098249831,0.7475994308,3.1145531253,65,0.1,70000
0.9098006643,0.7473366521,3.1153927968,60,0.07,60000
0.909800629,0.7573954128,3.1153988617,60,0.09,70000
0.9098006172,0.7524898335,3.115396728,75,0.1,70000
0.909800582,0.7458999771,3.1153941074,65,0.11,100000
0.9097765335,0.7392734378,3.1162218415,90,0.05,70000
0.9097765276,0.7368474982,3.116220455,65,0.12,70000
0.9097764512,0.7471033383,3.1162289685,65,0.1,110000
0.9097519325,0.745391267,3.1170750976,110,0.11,80000
0.9097518679,0.7382643974,3.117073085,100,0.1,110000
0.9097280781,0.7453488609,3.1178977794,85,0.08,70000
0.9097278194,0.7474465959,3.117908691,115,0.09,60000
0.9097277195,0.7507054851,3.1179146821,100,0.09,100000
0.9097036828,0.7445266861,3.1187404396,110,0.09,70000
0.9097036593,0.7542222181,3.1187466023,95,0.08,90000
0.9097036358,0.7421384475,3.1187405519,80,0.1,60000
0.9096794521,0.7456450007,3.1195784233,105,0.11,100000
0.9096794227,0.7352164392,3.1195735829,95,0.06,100000
0.9096794169,0.7414508364,3.119576791,110,0.11,60000
0.909655774,0.7585933438,3.1204030787,65,0.08,90000
0.9096551921,0.7471991373,3.120417034,90,0.1,70000
0.9096308791,0.747494377,3.1212571033,70,0.09,100000
0.9095828234,0.751153272,3.1229182455,85,0.05,70000
0.9095825118,0.748487775,3.1229279022,85,0.07,60000
0.909582359,0.7407719659,3.122928819,110,0.1,80000
0.9095823531,0.7452040856,3.1229317162,90,0.1,60000
0.9095823061,0.7369261464,3.1229290755,105,0.06,100000
0.9095580754,0.755659043,3.1237762299,60,0.11,60000
0.9095338389,0.75427195,3.1246125744,100,0.05,90000
0.9095337272,0.7536488888,3.1246160249,85,0.06,110000
0.9095098492,0.7437841167,3.125435331,100,0.06,60000
0.9094853129,0.7404513522,3.1262806729,110,0.1,70000
0.9094610352,0.7460633946,3.1271229755,105,0.12,60000
0.9094127384,0.7443479757,3.1287895541,105,0.09,70000
0.9094126503,0.7479376572,3.1287948098,100,0.05,60000
0.9093886841,0.7474162463,3.1296233077,80,0.08,100000
0.9093884666,0.7378587416,3.1296258761,110,0.08,100000
0.9093640126,0.7305128116,3.130465525,95,0.09,70000
0.9093640126,0.7402911335,3.1304710895,80,0.12,80000
0.9093399465,0.7442671168,3.13130397,115,0.05,70000
0.9093398525,0.7519195838,3.1313122016,75,0.11,70000
0.9093398054,0.7372908946,3.1313053912,80,0.09,70000
0.9093398054,0.7540320612,3.1313137674,110,0.09,60000
0.9092914381,0.7474667888,3.1329817543,65,0.09,70000
0.9092914323,0.7326851518,3.1329736981,70,0.11,90000
